FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case.Fatality_Ratio
34027,Morris,New Jersey,US,16/10/2020 04:24,40.86095313,-74.5455371,8280,832,0,7448,"Morris, New Jersey, US",1683.457187,10.04830918
34029,Ocean,New Jersey,US,16/10/2020 04:24,39.8895449,-74.28089251,15684,1054,0,14630,"Ocean, New Jersey, US",2583.063509,6.720224433
34031,Passaic,New Jersey,US,16/10/2020 04:24,41.03238628,-74.29954144,19812,1258,0,18554,"Passaic, New Jersey, US",3947.98197,6.349687058
34033,Salem,New Jersey,US,16/10/2020 04:24,39.58719656,-75.3469663,1127,88,0,1039,"Salem, New Jersey, US",1806.524004,7.808340728
34035,Somerset,New Jersey,US,16/10/2020 04:24,40.56465737,-74.61683016,6089,588,0,5501,"Somerset, New Jersey, US",1851.13123,9.656758088
34037,Sussex,New Jersey,US,16/10/2020 04:24,41.13891592,-74.69118243,1589,197,0,1392,"Sussex, New Jersey, US",1131.057457,12.39773442
90034,Unassigned,New Jersey,US,16/10/2020 04:24,NA,NA,385,0,0,385,"Unassigned, New Jersey, US",NA,0
34039,Union,New Jersey,US,16/10/2020 04:24,40.65835409,-74.30680092,18440,1362,0,17078,"Union, New Jersey, US",3314.51394,7.386117137
34041,Warren,New Jersey,US,16/10/2020 04:24,40.85951833,-74.99556527,1495,171,0,1324,"Warren, New Jersey, US",1420.198163,11.43812709
35001,Bernalillo,New Mexico,US,16/10/2020 04:24,35.05163625,-106.6703554,8428,184,0,8244,"Bernalillo, New Mexico, US",1241.01596,2.183198861
35003,Catron,New Mexico,US,16/10/2020 04:24,33.91514144,-108.4046587,9,1,0,8,"Catron, New Mexico, US",255.1743692,11.11111111
35005,Chaves,New Mexico,US,16/10/2020 04:24,33.36406072,-104.4665365,1664,16,0,1648,"Chaves, New Mexico, US",2575.253424,0.961538462
35006,Cibola,New Mexico,US,16/10/2020 04:24,34.91131525,-107.998876,479,21,0,458,"Cibola, New Mexico, US",1795.688847,4.384133612
35007,Colfax,New Mexico,US,16/10/2020 04:24,36.60569702,-104.6472674,41,1,0,40,"Colfax, New Mexico, US",343.3548279,2.43902439
35009,Curry,New Mexico,US,16/10/2020 04:24,34.57421077,-103.3468876,1155,8,0,1147,"Curry, New Mexico, US",2359.357764,0.692640693
35011,De Baca,New Mexico,US,16/10/2020 04:24,34.34274529,-104.4117842,1,0,0,1,"De Baca, New Mexico, US",57.20823799,0
35013,Dona Ana,New Mexico,US,16/10/2020 04:24,32.35275771,-106.8329387,4355,63,0,4292,"Dona Ana, New Mexico, US",1995.92108,1.446613088
35015,Eddy,New Mexico,US,16/10/2020 04:24,32.47167456,-104.3053527,1089,16,0,1073,"Eddy, New Mexico, US",1862.812179,1.469237833
35017,Grant,New Mexico,US,16/10/2020 04:24,32.73911281,-108.3827845,156,2,0,154,"Grant, New Mexico, US",577.8205793,1.282051282
35019,Guadalupe,New Mexico,US,16/10/2020 04:24,34.86319296,-104.790669,37,1,0,36,"Guadalupe, New Mexico, US",860.4651163,2.702702703
35021,Harding,New Mexico,US,16/10/2020 04:24,35.85751555,-103.8220938,1,0,0,1,"Harding, New Mexico, US",160,0
35023,Hidalgo,New Mexico,US,16/10/2020 04:24,31.91383467,-108.7151824,111,2,0,109,"Hidalgo, New Mexico, US",2644.116246,1.801801802
35025,Lea,New Mexico,US,16/10/2020 04:24,32.79215361,-103.4123733,1713,28,0,1685,"Lea, New Mexico, US",2410.299705,1.634559253
35027,Lincoln,New Mexico,US,16/10/2020 04:24,33.74526079,-105.4586166,267,4,0,263,"Lincoln, New Mexico, US",1364.193746,1.498127341
35028,Los Alamos,New Mexico,US,16/10/2020 04:24,35.86631386,-106.3134985,37,0,0,37,"Los Alamos, New Mexico, US",191.0268987,0
35029,Luna,New Mexico,US,16/10/2020 04:24,32.18179341,-107.7508826,528,10,0,518,"Luna, New Mexico, US",2227.002404,1.893939394
35031,McKinley,New Mexico,US,16/10/2020 04:24,35.5800772,-108.262245,4449,260,0,4189,"McKinley, New Mexico, US",6233.973685,5.84400989
35033,Mora,New Mexico,US,16/10/2020 04:24,36.01095101,-104.9497716,12,0,0,12,"Mora, New Mexico, US",265.4280027,0
35035,Otero,New Mexico,US,16/10/2020 04:24,32.61348406,-105.7417604,319,13,0,306,"Otero, New Mexico, US",472.6626167,4.07523511
35037,Quay,New Mexico,US,16/10/2020 04:24,35.10403332,-103.5481727,86,2,0,84,"Quay, New Mexico, US",1042.045317,2.325581395
35039,Rio Arriba,New Mexico,US,16/10/2020 04:24,36.51072137,-106.6931674,428,14,0,414,"Rio Arriba, New Mexico, US",1099.663421,3.271028037
35041,Roosevelt,New Mexico,US,16/10/2020 04:24,34.02097406,-103.4799493,365,5,0,360,"Roosevelt, New Mexico, US",1972.972973,1.369863014
35045,San Juan,New Mexico,US,16/10/2020 04:24,36.50838318,-108.320437,3536,202,0,3334,"San Juan, New Mexico, US",2852.579099,5.712669683
35047,San Miguel,New Mexico,US,16/10/2020 04:24,35.48014807,-104.8163562,128,0,0,128,"San Miguel, New Mexico, US",469.259816,0
35043,Sandoval,New Mexico,US,16/10/2020 04:24,35.68862401,-106.8687803,1622,43,0,1579,"Sandoval, New Mexico, US",1105.296154,2.651048089
35049,Santa Fe,New Mexico,US,16/10/2020 04:24,35.50708973,-105.9774716,1274,8,0,1266,"Santa Fe, New Mexico, US",847.3110842,0.627943485
35051,Sierra,New Mexico,US,16/10/2020 04:24,33.13028233,-107.1925893,67,1,0,66,"Sierra, New Mexico, US",620.8877769,1.492537313
35053,Socorro,New Mexico,US,16/10/2020 04:24,34.00715494,-106.9298354,148,6,0,142,"Socorro, New Mexico, US",889.5834586,4.054054054
35055,Taos,New Mexico,US,16/10/2020 04:24,36.58006022,-105.6310198,164,4,0,160,"Taos, New Mexico, US",501.1765425,2.43902439
35057,Torrance,New Mexico,US,16/10/2020 04:24,34.64048375,-105.8508949,91,1,0,90,"Torrance, New Mexico, US",588.5777117,1.098901099
90035,Unassigned,New Mexico,US,16/10/2020 04:24,NA,NA,1459,0,0,1459,"Unassigned, New Mexico, US",NA,0
35059,Union,New Mexico,US,16/10/2020 04:24,36.48126404,-103.4709624,37,2,0,35,"Union, New Mexico, US",911.5545701,5.405405405
35061,Valencia,New Mexico,US,16/10/2020 04:24,34.71669834,-106.8103733,702,4,0,698,"Valencia, New Mexico, US",915.3974546,0.56980057
36001,Albany,New York,US,16/10/2020 04:24,42.60060306,-73.97723916,3369,136,0,3233,"Albany, New York, US",1102.760666,4.036806174
36003,Allegany,New York,US,16/10/2020 04:24,42.25748406,-78.02750466,176,5,0,175,"Allegany, New York, US",381.8532902,0.568181818
36005,Bronx,New York,US,16/10/2020 04:24,40.85209301,-73.86282755,54077,4973,0,49104,"Bronx, New York, US",3813.054089,9.196146236
36007,Broome,New York,US,16/10/2020 04:24,42.15903158,-75.81326086,2703,87,0,2620,"Broome, New York, US",1418.987023,3.070662227
36009,Cattaraugus,New York,US,16/10/2020 04:24,42.24778241,-78.67923096,383,14,0,377,"Cattaraugus, New York, US",503.1727472,1.566579634
36011,Cayuga,New York,US,16/10/2020 04:24,42.91261714,-76.55731592,269,3,0,267,"Cayuga, New York, US",351.2849979,0.743494424
36013,Chautauqua,New York,US,16/10/2020 04:24,42.2276921,-79.36691763,758,13,0,745,"Chautauqua, New York, US",597.3066043,1.715039578
36015,Chemung,New York,US,16/10/2020 04:24,42.13891056,-76.7638805,1104,7,0,1101,"Chemung, New York, US",1322.852761,0.27173913
36017,Chenango,New York,US,16/10/2020 04:24,42.49430041,-75.60887553,291,7,0,284,"Chenango, New York, US",616.4340034,2.405498282
36019,Clinton,New York,US,16/10/2020 04:24,44.74530905,-73.67875352,187,5,0,182,"Clinton, New York, US",232.3414301,2.673796791
36021,Columbia,New York,US,16/10/2020 04:24,42.24819348,-73.63089095,634,47,0,596,"Columbia, New York, US",1066.245102,5.993690852
36023,Cortland,New York,US,16/10/2020 04:24,42.59509207,-76.07048931,371,1,0,371,"Cortland, New York, US",779.7229987,0
36025,Delaware,New York,US,16/10/2020 04:24,42.19837623,-74.96709306,156,7,0,149,"Delaware, New York, US",353.460972,4.487179487
36027,Dutchess,New York,US,16/10/2020 04:24,41.7648606,-73.74356679,5289,163,0,5126,"Dutchess, New York, US",1797.646643,3.081868028
36029,Erie,New York,US,16/10/2020 04:24,42.76249024,-78.73063652,12269,708,0,11561,"Erie, New York, US",1335.471132,5.770641454
36031,Essex,New York,US,16/10/2020 04:24,44.11630765,-73.77297842,182,14,0,182,"Essex, New York, US",493.4255117,0
36033,Franklin,New York,US,16/10/2020 04:24,44.59040891,-74.29926032,75,1,0,75,"Franklin, New York, US",149.934029,0
36035,Fulton,New York,US,16/10/2020 04:24,43.11363907,-74.41798804,357,28,0,333,"Fulton, New York, US",668.7522245,6.722689076
36037,Genesee,New York,US,16/10/2020 04:24,43.0022601,-78.19135193,370,6,0,365,"Genesee, New York, US",645.9497207,1.351351351
36039,Greene,New York,US,16/10/2020 04:24,42.275797,-74.12384884,454,18,0,436,"Greene, New York, US",962.1090108,3.964757709
36041,Hamilton,New York,US,16/10/2020 04:24,43.66146647,-74.49721957,16,1,0,16,"Hamilton, New York, US",362.3188406,0
36043,Herkimer,New York,US,16/10/2020 04:24,43.42034246,-74.96145307,367,10,0,357,"Herkimer, New York, US",598.5094343,2.72479564
36045,Jefferson,New York,US,16/10/2020 04:24,44.04200959,-75.94653457,186,1,0,186,"Jefferson, New York, US",169.3464683,0
36047,Kings,New York,US,16/10/2020 04:24,40.6361825,-73.94935552,72369,7361,0,65008,"Kings, New York, US",2827.02118,10.17148226
36049,Lewis,New York,US,16/10/2020 04:24,43.7844157,-75.44903992,55,5,0,55,"Lewis, New York, US",209.1572863,0
36051,Livingston,New York,US,16/10/2020 04:24,42.72596275,-77.77966158,232,8,0,224,"Livingston, New York, US",368.7573513,3.448275862
36053,Madison,New York,US,16/10/2020 04:24,42.91653905,-75.67266639,521,17,0,504,"Madison, New York, US",734.4131038,3.262955854
36055,Monroe,New York,US,16/10/2020 04:24,43.14638895,-77.69322942,6572,300,0,6272,"Monroe, New York, US",885.9889184,4.56482045
36057,Montgomery,New York,US,16/10/2020 04:24,42.90123494,-74.44011632,250,9,0,246,"Montgomery, New York, US",507.913289,1.6
36059,Nassau,New York,US,16/10/2020 04:24,40.74066522,-73.58941873,48272,2205,0,46068,"Nassau, New York, US",3557.457897,4.565793835
36061,New York,New York,US,16/10/2020 04:24,40.7672726,-73.97152637,34637,3189,0,31448,"New York, New York, US",2126.657604,9.206917458
36063,Niagara,New York,US,16/10/2020 04:24,43.19898042,-78.74777412,1928,101,0,1827,"Niagara, New York, US",921.2494206,5.238589212
36065,Oneida,New York,US,16/10/2020 04:24,43.24375382,-75.43710392,2567,128,0,2439,"Oneida, New York, US",1122.573479,4.986365407
36067,Onondaga,New York,US,16/10/2020 04:24,43.00491923,-76.19971155,4908,207,0,4701,"Onondaga, New York, US",1065.733245,4.217603912
36069,Ontario,New York,US,16/10/2020 04:24,42.85145728,-77.30874425,537,35,0,502,"Ontario, New York, US",489.1735063,6.517690875
36071,Orange,New York,US,16/10/2020 04:24,41.40337468,-74.30240757,13033,502,0,12531,"Orange, New York, US",3385.72245,3.851760915
36073,Orleans,New York,US,16/10/2020 04:24,43.2516977,-78.2320066,356,55,0,302,"Orleans, New York, US",882.2363204,15.16853933
36075,Oswego,New York,US,16/10/2020 04:24,43.42778894,-76.14635194,568,4,0,564,"Oswego, New York, US",484.9561149,0.704225352
36077,Otsego,New York,US,16/10/2020 04:24,42.63492579,-75.03151402,362,5,0,357,"Otsego, New York, US",608.4749466,1.38121547
80036,Out of NY,New York,US,16/10/2020 04:24,NA,NA,0,107,0,0,"Out of NY, New York, US",NA,NA
36079,Putnam,New York,US,16/10/2020 04:24,41.42630093,-73.74965532,1710,63,0,1647,"Putnam, New York, US",1739.218877,3.684210526
36081,Queens,New York,US,16/10/2020 04:24,40.71088124,-73.81684712,74632,7282,0,67350,"Queens, New York, US",3311.300002,9.757208704
36083,Rensselaer,New York,US,16/10/2020 04:24,42.71348136,-73.51089874,1007,42,0,965,"Rensselaer, New York, US",634.4745895,4.170804369
36085,Richmond,New York,US,16/10/2020 04:24,40.58582155,-74.14808598,16559,1089,0,15470,"Richmond, New York, US",3477.73673,6.576484087
36087,Rockland,New York,US,16/10/2020 04:24,41.15027894,-74.02560498,16972,680,0,16292,"Rockland, New York, US",5209.506767,4.006599104
36091,Saratoga,New York,US,16/10/2020 04:24,43.10904162,-73.86653895,1182,17,0,1165,"Saratoga, New York, US",514.2193393,1.438240271
36093,Schenectady,New York,US,16/10/2020 04:24,42.81668777,-74.05278291,1477,50,0,1427,"Schenectady, New York, US",951.0685838,3.385240352
36095,Schoharie,New York,US,16/10/2020 04:24,42.58831742,-74.4433903,97,2,0,97,"Schoharie, New York, US",312.9133198,0
36097,Schuyler,New York,US,16/10/2020 04:24,42.39184015,-76.8773299,82,0,0,82,"Schuyler, New York, US",460.4930645,0
36099,Seneca,New York,US,16/10/2020 04:24,42.78081007,-76.82497064,124,3,0,121,"Seneca, New York, US",364.5343368,2.419354839
36089,St. Lawrence,New York,US,16/10/2020 04:24,44.4976179,-75.06550039,351,4,0,347,"St. Lawrence, New York, US",325.7842955,1.13960114
36101,Steuben,New York,US,16/10/2020 04:24,42.2689144,-77.3829924,764,66,0,707,"Steuben, New York, US",801.0148985,7.460732984
36103,Suffolk,New York,US,16/10/2020 04:24,40.88320119,-72.8012172,47711,2017,0,45695,"Suffolk, New York, US",3231.136915,4.225440674
36105,Sullivan,New York,US,16/10/2020 04:24,41.71579493,-74.76394559,1663,48,0,1615,"Sullivan, New York, US",2204.634638,2.88634997
36107,Tioga,New York,US,16/10/2020 04:24,42.16852837,-76.30835812,390,25,0,365,"Tioga, New York, US",809.0782731,6.41025641
36109,Tompkins,New York,US,16/10/2020 04:24,42.44945765,-76.47229843,515,0,0,515,"Tompkins, New York, US",504.0125269,0
36111,Ulster,New York,US,16/10/2020 04:24,41.89027881,-74.26252104,2392,95,0,2297,"Ulster, New York, US",1347.051635,3.971571906
90036,Unassigned,New York,US,16/10/2020 04:24,NA,NA,0,21,0,-21,"Unassigned, New York, US",NA,NA
36113,Warren,New York,US,16/10/2020 04:24,43.56173026,-73.8433699,434,33,0,401,"Warren, New York, US",678.718879,7.603686636
36115,Washington,New York,US,16/10/2020 04:24,43.31153794,-73.43043448,324,14,0,310,"Washington, New York, US",529.3771649,4.320987654
36117,Wayne,New York,US,16/10/2020 04:24,43.15494365,-77.02976528,370,5,0,365,"Wayne, New York, US",411.4860206,1.351351351
36119,Westchester,New York,US,16/10/2020 04:24,41.16278376,-73.75741653,39200,1463,0,37740,"Westchester, New York, US",4051.65446,3.724489796
36121,Wyoming,New York,US,16/10/2020 04:24,42.70145109,-78.22199579,156,5,0,151,"Wyoming, New York, US",391.3796131,3.205128205
36123,Yates,New York,US,16/10/2020 04:24,42.63505484,-77.10369919,78,7,0,71,"Yates, New York, US",313.0895516,8.974358974
37001,Alamance,North Carolina,US,16/10/2020 04:24,36.0434701,-79.39976137,4580,59,0,4521,"Alamance, North Carolina, US",2701.921432,1.288209607
37003,Alexander,North Carolina,US,16/10/2020 04:24,35.9223796,-81.17751948,636,9,0,627,"Alexander, North Carolina, US",1696.135691,1.41509434
37005,Alleghany,North Carolina,US,16/10/2020 04:24,36.49360862,-81.12857041,261,1,0,260,"Alleghany, North Carolina, US",2343.539553,0.383141762
37007,Anson,North Carolina,US,16/10/2020 04:24,34.97403241,-80.09953279,680,8,0,672,"Anson, North Carolina, US",2781.641168,1.176470588
37009,Ashe,North Carolina,US,16/10/2020 04:24,36.43296207,-81.49862729,347,1,0,346,"Ashe, North Carolina, US",1275.594604,0.288184438
37011,Avery,North Carolina,US,16/10/2020 04:24,36.07569796,-81.92308483,481,0,0,481,"Avery, North Carolina, US",2739.648004,0
37013,Beaufort,North Carolina,US,16/10/2020 04:24,35.48531943,-76.84325809,1172,35,0,1137,"Beaufort, North Carolina, US",2493.935396,2.986348123
37015,Bertie,North Carolina,US,16/10/2020 04:24,36.0688473,-76.96545943,666,13,0,653,"Bertie, North Carolina, US",3515.068349,1.951951952
37017,Bladen,North Carolina,US,16/10/2020 04:24,34.61296243,-78.56180059,1004,19,0,985,"Bladen, North Carolina, US",3068.272111,1.892430279
37019,Brunswick,North Carolina,US,16/10/2020 04:24,34.070565,-78.22814204,1942,31,0,1911,"Brunswick, North Carolina, US",1359.753536,1.596292482
37021,Buncombe,North Carolina,US,16/10/2020 04:24,35.61113393,-82.53305,3674,93,0,3581,"Buncombe, North Carolina, US",1406.63346,2.531301034
37023,Burke,North Carolina,US,16/10/2020 04:24,35.74989637,-81.70755735,2428,45,0,2383,"Burke, North Carolina, US",2683.317677,1.853377265
37025,Cabarrus,North Carolina,US,16/10/2020 04:24,35.3877799,-80.55267168,4500,82,0,4418,"Cabarrus, North Carolina, US",2078.973264,1.822222222
37027,Caldwell,North Carolina,US,16/10/2020 04:24,35.95204977,-81.54799522,2077,19,0,2058,"Caldwell, North Carolina, US",2527.440434,0.914780934
37029,Camden,North Carolina,US,16/10/2020 04:24,36.33804939,-76.15568396,130,3,0,127,"Camden, North Carolina, US",1196.282323,2.307692308
37031,Carteret,North Carolina,US,16/10/2020 04:24,34.8932941,-76.54120135,945,5,0,940,"Carteret, North Carolina, US",1360.240669,0.529100529
37033,Caswell,North Carolina,US,16/10/2020 04:24,36.39312665,-79.33353281,535,5,0,530,"Caswell, North Carolina, US",2366.837728,0.934579439
37035,Catawba,North Carolina,US,16/10/2020 04:24,35.66211129,-81.2132617,3760,57,0,3703,"Catawba, North Carolina, US",2356.613246,1.515957447
37037,Chatham,North Carolina,US,16/10/2020 04:24,35.70394416,-79.25541492,1838,60,0,1778,"Chatham, North Carolina, US",2468.107963,3.264417845
37039,Cherokee,North Carolina,US,16/10/2020 04:24,35.1349263,-84.05970864,718,12,0,706,"Cherokee, North Carolina, US",2509.4366,1.671309192
37041,Chowan,North Carolina,US,16/10/2020 04:24,36.12908077,-76.60118385,477,5,0,472,"Chowan, North Carolina, US",3421.071505,1.048218029
37043,Clay,North Carolina,US,16/10/2020 04:24,35.05704275,-83.74353633,162,3,0,159,"Clay, North Carolina, US",1442.436114,1.851851852
37045,Cleveland,North Carolina,US,16/10/2020 04:24,35.33553364,-81.55204486,2753,75,0,2678,"Cleveland, North Carolina, US",2810.703748,2.724300763
37047,Columbus,North Carolina,US,16/10/2020 04:24,34.26744084,-78.65801424,1552,59,0,1493,"Columbus, North Carolina, US",2795.99337,3.801546392
37049,Craven,North Carolina,US,16/10/2020 04:24,35.11833364,-77.08398081,2038,50,0,1988,"Craven, North Carolina, US",1995.320103,2.453385672
37051,Cumberland,North Carolina,US,16/10/2020 04:24,35.04762133,-78.82623165,6335,89,0,6246,"Cumberland, North Carolina, US",1888.175876,1.404893449
37053,Currituck,North Carolina,US,16/10/2020 04:24,36.36123664,-75.95876401,213,4,0,209,"Currituck, North Carolina, US",767.2081547,1.877934272
37055,Dare,North Carolina,US,16/10/2020 04:24,35.66520691,-75.71767334,314,3,0,311,"Dare, North Carolina, US",848.4422708,0.955414013
37057,Davidson,North Carolina,US,16/10/2020 04:24,35.79115496,-80.21256572,3336,42,0,3294,"Davidson, North Carolina, US",1990.34658,1.258992806
37059,Davie,North Carolina,US,16/10/2020 04:24,35.93099927,-80.54496571,675,6,0,669,"Davie, North Carolina, US",1575.409606,0.888888889
37061,Duplin,North Carolina,US,16/10/2020 04:24,34.93449805,-77.93140529,2628,54,0,2574,"Duplin, North Carolina, US",4473.876849,2.054794521
37063,Durham,North Carolina,US,16/10/2020 04:24,36.03638492,-78.87608331,8441,97,0,8344,"Durham, North Carolina, US",2625.603444,1.149152944
37065,Edgecombe,North Carolina,US,16/10/2020 04:24,35.91230639,-77.59436892,1705,52,0,1653,"Edgecombe, North Carolina, US",3312.480572,3.049853372
37067,Forsyth,North Carolina,US,16/10/2020 04:24,36.12859861,-80.25459052,7887,110,0,7777,"Forsyth, North Carolina, US",2063.06648,1.394700139
37069,Franklin,North Carolina,US,16/10/2020 04:24,36.081519,-78.28708884,1358,31,0,1327,"Franklin, North Carolina, US",1948.769463,2.282768778
37071,Gaston,North Carolina,US,16/10/2020 04:24,35.29373559,-81.17477045,6334,100,0,6234,"Gaston, North Carolina, US",2821.016439,1.578781181
37073,Gates,North Carolina,US,16/10/2020 04:24,36.44667547,-76.69749701,158,3,0,155,"Gates, North Carolina, US",1366.54558,1.898734177
37075,Graham,North Carolina,US,16/10/2020 04:24,35.3506925,-83.83369267,223,7,0,216,"Graham, North Carolina, US",2641.867077,3.139013453
37077,Granville,North Carolina,US,16/10/2020 04:24,36.30337451,-78.65184241,1868,50,0,1818,"Granville, North Carolina, US",3090.515031,2.676659529
37079,Greene,North Carolina,US,16/10/2020 04:24,35.48544173,-77.67578087,801,7,0,794,"Greene, North Carolina, US",3801.794105,0.873907615
37081,Guilford,North Carolina,US,16/10/2020 04:24,36.07959451,-79.78824948,10184,191,0,9993,"Guilford, North Carolina, US",1895.847528,1.875490966
37083,Halifax,North Carolina,US,16/10/2020 04:24,36.25669272,-77.6556109,1210,24,0,1186,"Halifax, North Carolina, US",2419.516097,1.983471074
37085,Harnett,North Carolina,US,16/10/2020 04:24,35.36731853,-78.87243571,2630,64,0,2566,"Harnett, North Carolina, US",1934.164853,2.433460076
37087,Haywood,North Carolina,US,16/10/2020 04:24,35.55269063,-82.98196486,668,36,0,632,"Haywood, North Carolina, US",1071.938636,5.389221557
37089,Henderson,North Carolina,US,16/10/2020 04:24,35.33788927,-82.4766782,2282,64,0,2218,"Henderson, North Carolina, US",1943.500515,2.804557406
37091,Hertford,North Carolina,US,16/10/2020 04:24,36.3607755,-76.98104134,836,34,0,802,"Hertford, North Carolina, US",3530.852726,4.066985646
37093,Hoke,North Carolina,US,16/10/2020 04:24,35.01888303,-79.23651674,1410,21,0,1389,"Hoke, North Carolina, US",2552.775464,1.489361702
37095,Hyde,North Carolina,US,16/10/2020 04:24,35.42017674,-76.15180542,158,5,0,153,"Hyde, North Carolina, US",3200.324083,3.164556962
37097,Iredell,North Carolina,US,16/10/2020 04:24,35.80950511,-80.8743128,3466,34,0,3432,"Iredell, North Carolina, US",1906.427731,0.980957877
37099,Jackson,North Carolina,US,16/10/2020 04:24,35.28814273,-83.14093385,788,7,0,781,"Jackson, North Carolina, US",1793.436206,0.888324873
37101,Johnston,North Carolina,US,16/10/2020 04:24,35.51745004,-78.36622717,5036,59,0,4977,"Johnston, North Carolina, US",2405.667363,1.171564734
